document,date,location
PN0642,1925-12-23,N/A
PN0643,1926-01,N/A
PN0644,1926-06-20,N/A
PN0645,1926-06-22,N/A
PN0646,1926-06-23,N/A
PN0647,1926-08-17,N/A
PN0648,1926-10-16,N/A
PN0649,1926-11,N/A
PN0650,1926-12-04,N/A
PN0651,1926-12-31,N/A
PN0652,1927-01-12,N/A
PN0653,1927-02-07,N/A
PN0654,1927-02,N/A
PN0655,1927-03-15,N/A
PN0656,1927-03-30,N/A
PN0657,1927-06-22,N/A
PN0658,1927-12,N/A
PN0659,1927-12,N/A
PN0660,1927-12-23,N/A
PN0661,1927-12%1928-01,N/A
PN0662,1928-01-02,N/A
PN0663,1928-01-05,N/A
PN0664,1928-01-12,N/A
PN0665,1928-05,N/A
PN0666,1928-06-04,N/A
PN0667,1928-06,N/A
PN0668,1928-06-20,N/A
PN0669,1928-07-10,N/A
PN0670,1928-07-15,N/A
PN0671,1928-12,N/A
PN0672,1929-02,N/A
PN0673,1929-02-14,N/A
PN0674,1929-04,N/A
PN0675,1929-05,N/A
PN0676,1929-06,N/A
PN0677,1929-06,N/A
PN0678,1929-07-07,N/A
PN0679,1929-07,N/A
PN0680,1929-07,N/A
PN0681,1929-10-24,N/A
PN0682,1929-11,N/A
PN0686,1931-08-24,N/A
PN0687,1931-10-23,N/A
PN0688,1931-10,N/A
PN0689,1931-12-03,N/A
PN0690,1932-01,N/A
PN0691,1932-02-10,N/A
PN0706,1904-01-12,N/A
PN0707,1906-12-23,N/A
PN0708,1908-01-22,N/A
PN0709,1908-10-17,København
PN0710,1908-10-27,København
PN0711,1908-11-12,København
PN0712,1908-12-28,København
PN0713,1909-01-13,N/A
PN0714,1909-01-22,N/A
PN0715,1909-02-02,N/A
PN0716,1909-02-04,N/A
PN0717,1909-02-15,København
PN0718,1909-02-17,N/A
PN0719,1909-02-18,N/A
PN0720,1909-02-27,N/A
PN0721,1909-03-09,N/A
PN0722,1909-03-12,N/A
PN0723,1909-03-13,København
PN0724,1909-03-24,N/A
PN0725,1909-03-27,N/A
PN0726,1909-04-05,København
PN0727,1909-04-08,N/A
PN0728,1909-04-12,N/A
PN0729,1909-04-12,N/A
PN0730,1909-04-20,N/A
PN0731,1909-10-24,N/A
PN0732,1910-01-21,N/A
PN0733,1910-02-01,N/A
PN0734,1910-03-21,N/A
PN0735,1912-01-09,N/A
PN0737,1912-06-02,Paris
PN0738,1921-05-03,N/A
PN0739,1922-04-22,N/A
PN0741,1926-06-03,N/A
PN0742,1926-06-13,Paris
PN0743,1926-10-17,Verdun
PN0744,1926-11-01,N/A
PN0745,1908-11-08,N/A
PN0746,1908-11-19,N/A
PN0747,1908-11-24,N/A
PN0748,1908-12-16,N/A
PN0749,1909-03-06,N/A
PN0750,1909-03-09,N/A
PN0751,1912-04-25,N/A
PN0752,1912-05-23,N/A
PN0753,1909-04,N/A
PN0754,1909-03-13,N/A
PN0755,1909-04-12,N/A
PN0756,N/A,Oslo
PN0760,N/A,Oslo
PN0761,1906-04,N/A
PN0763,1913-12,N/A
PN0765,1904-02,N/A
PN0766,1903-07,Åsgårdstrand
PN0767,1903-07,Åsgårdstrand
PN0768,1925-03-13,N/A
PN0769,1925-04,N/A
PN0770,1926-10-14,N/A
PN0771,1890-12-12,Le Havre
PN0772,1891-01-26,Nice
PN0773,1930-09-01,Oslo
PN0774,1892-07-09,Åsgårdstrand
PN0776,1908-10-27,København
PN0777,1912-04-20,N/A
PN0778,1912-07-24,N/A
PN0779,1895-06,N/A
PN0780,1907-01-30,N/A
PN0783,1907-01-23,N/A
PN0785,1877-11-12,N/A
PN0788,1909-03-23,N/A
PN0789,1909-05-27,N/A
PN0793,1912-05-26,N/A
PN0795,1891-11-24,N/A
PN0803,1903-11-03,N/A
PN0804,1903-12-24,N/A
PN0805,1905-02-06,N/A
PN0806,1905-09-24,N/A
PN0807,1905-10-19,N/A
PN0808,1906-11-01,N/A
PN0809,1907-10-31,N/A
PN0810,1905-11-06,N/A
PN0812,1928-12,N/A
PN0817,1919-11-20,N/A
PN0818,1918-02-15,N/A
PN0820,1919-08-22,N/A
PN0821,1919-07-25,N/A
PN0822,1919-02-19,N/A
PN0823,1920-11-06,N/A
PN0824,1921-01-18,N/A
PN0825,1921-01-21,N/A
PN0826,1921-03-22,N/A
PN0827,1921-06-06,N/A
PN0828,1921-06-06,N/A
PN0829,1912-06-10,N/A
PN0830,1921-08-23,N/A
PN0831,1921-12-23,N/A
PN0832,1922-04-05,N/A
PN0833,1922-11-13,N/A
PN0834,1922-01-20,N/A
PN0835,1922-10-12,N/A
PN0836,1923-09-21,N/A
PN0837,1909-04-23,N/A
PN0838,1931-12-27,N/A
PN0842,1893-06-09,N/A
PN0843,1924-09-10,N/A
PN0844,1922-10-12,N/A
PN0847,1924-11-22,N/A
PN0848,1924-12-02,N/A
PN0850,1912-05,N/A
PN0852,1907-02,N/A
PN0853,1918-06,N/A
PN0854,1911-12-15,N/A
PN0855,1910-01-02,N/A
PN0858,1884-09-30,N/A
PN0859,1885-03-11,N/A
PN0860,1885-03-11,N/A
PN0861,1885-04-03,N/A
PN0862,1885-04-06,N/A
PN0863,1885-08-02,N/A
PN0867,1884-10,N/A
PN0868,1883-12,N/A
PN0871,1916,N/A
PN0876,1911-04,N/A
PN0877,1922-04-22,N/A
PN0881,1932-06-03,N/A
PN0883,1928-01-05,N/A
PN0884,1928-11-03,N/A
PN0885,1929-03-15,N/A
PN0886,1929-06-10,N/A
PN0888,1932-12-24,N/A
PN0895,1894-07-22,N/A
PN0898,1897-11-30,N/A
PN0899,1906,N/A
PN0900,1906-12,N/A
PN0901,1907,N/A
PN0902,1906-12,N/A
PN0904,1904-09-18,Åsgårdstrand
PN0908,1912-12,N/A
PN0909,1890-12-22,Le Havre
PN0910,1902-07-08,N/A
PN0915,1927-02,N/A
PN0916,1931-01-08,N/A
PN0917,1927-03-12,N/A
PN0918,1927-03-24,N/A
PN0919,1927-04-01,N/A
PN0920,1927-06-22,N/A
PN0921,1927-03-30,N/A
PN0922,1927-12-20,N/A
PN0923,1928-06-17,N/A
PN0924,1903-05,N/A
PN0925,1906-03-08,N/A
PN0926,1906-05-01,N/A
PN0927,1903-01-30,N/A
PN0932,1929-07-02,N/A
PN0933,1902-11-28,N/A
PN0936,1906-03-02,N/A
PN0937,1905-12,N/A
PN0938,1905-02,N/A
PN0940,1914-02-20,N/A
PN0941,1904-01,N/A
PN0942,1904-04-29,N/A
PN0943,1929-03-03,N/A
PN0944,1905-11-13,N/A
PN0958,1905-08,N/A
PN0959,1905-08,N/A
PN0960,1905-12,N/A
PN0961,1905,N/A
PN0962,1905-08,N/A
PN0963,1905-07-01,N/A
PN0964,1905-08-13,N/A
PN0965,1905-08-19,N/A
PN0966,1905-08,N/A
PN0967,1905-09-03,N/A
PN0968,1905-10-02,N/A
PN0969,1905-10-09,N/A
PN0970,1905-11-18,N/A
PN0971,1905-10-20,N/A
PN0972,1905-10-24,N/A
PN0973,1905-11-20,N/A
PN0975,1928-09-15,N/A
PN0976,1928-09-17,N/A
PN0977,1926-08-03,N/A
PN0978,1926-08-14,N/A
PN0979,1926-08-14,N/A
PN0980,1926-10-12,N/A
PN0981,1926-10-16,N/A
PN0982,1926-10-24,N/A
PN0983,1926-10-29,N/A
PN0984,1926-11-08,N/A
PN0985,1926-11-11,N/A
PN0986,1926-11,N/A
PN0987,1926-12-01,N/A
PN0988,1926-12-08,N/A
PN0989,1926-12,N/A
PN0990,1927-01-03,N/A
PN0991,1927-01-16,N/A
PN0994,1909-10-29,N/A
PN0995,1909-03-09,N/A
PN0999,1897-08-02,N/A
PN1000,1897-07-06,N/A
PN1001,1897-03-25,N/A
PN1002,1897-01-30,N/A
PN1003,1896-10-29,N/A
PN1005,1899-06-24,N/A
PN1006,1903-05,N/A
PN1007,1903-05-05,N/A
PN1008,1903-05-25,N/A
PN1009,1903-05-28,N/A
PN1010,1903-09,N/A
PN1011,1903,N/A
PN1012,1903-10-19,N/A
PN1013,1903-10-31,N/A
PN1014,1903-11-12,N/A
PN1015,1903,N/A
PN1016,1903,N/A
PN1017,1903,N/A
PN1018,1903,N/A
PN1019,1903,N/A
PN1020,1903-12-11,N/A
PN1021,1904-01-30,N/A
PN1022,1904-03-28,N/A
PN1023,1906-01,N/A
PN1024,1904-10-28,N/A
PN1025,1905-12-02,N/A
PN1026,1905-12-20,N/A
PN1027,1906-01,N/A
PN1028,1906-06,N/A
PN1029,1906-06-15,N/A
PN1030,1908-09-07,N/A
PN1036,1910-04,N/A
PN1037,1910-07-31,N/A
PN1039,1926-12-23,N/A
PN1040,1898-06-13,N/A
PN1045,1909-01-03,N/A
PN1046,1909-02-06,N/A
PN1047,11-11-07,N/A
PN1049,1924-01-01,N/A
PN1052,1923-12-15,N/A
PN1053,1924-01-19,N/A
PN1054,1923-04-17,N/A
PN1056,1906-02-19,N/A
PN1057,1906-02-21,N/A
PN1058,1901-12-06,N/A
PN1059,1896-09-30,N/A
PN1068,1904-01,N/A
PN1069,1889-12-27,N/A
PN1070,1884-04-15,N/A
PN1071,1891-03-24,N/A
PN1072,1889-04-04,N/A
PN1073,1890-10-21,N/A
PN1074,1891-01-22,N/A
PN1075,1922-03-20,N/A
PN1076,1922-03-28,N/A
PN1077,1922-04-18,N/A
PN1078,1922-04-22,N/A
PN1079,1922-04-22,N/A
PN1080,1922-05,N/A
PN1081,1922-05-13,N/A
PN1082,1922-05-16,N/A
PN1083,1922-05-16,N/A
PN1084,1922-05-18,N/A
PN1085,1922-05,N/A
PN1086,1925-07-06,N/A
PN1088,1922-07-18,N/A
PN1089,1926-07-08,N/A
PN1090,1925-06-24,N/A
PN1091,1925-07-08,N/A
PN1092,1931-06-10,N/A
PN1093,1931-06-20,N/A
PN1094,1931-06,N/A
PN1095,1922-05-05,N/A
PN1096,1931-10,N/A
PN1097,1931-12-07,N/A
PN1098,1932-01-25,N/A
PN1099,1932-01-27,N/A
PN1100,1932-02-02,N/A
PN1103,1906-04-15,N/A
PN1104,1906-03-12,N/A
PN1107,1910-01-12,N/A
PN1108,1927-10,N/A
PN1109,1924-12,N/A
PN1110,1912-03-30,N/A
PN1111,1912-02-16,N/A
PN1112,1912-02-21,N/A
PN1116,1888-05-24,N/A
PN1117,1932-10-18,N/A
PN1121,1903-12-27,N/A
PN1122,1909-11-11,N/A
PN1123,1909-12-23,N/A
PN1124,1909-12-21,N/A
PN1125,1910-03-18,N/A
PN1126,1910-04-13,N/A
PN1127,1911-08,N/A
PN1128,1917-08,N/A
PN1129,1917-11-16,N/A
PN1134,1927-01-18,Oslo
PN1139,1929-01-29,N/A
PN1140,1929-02,N/A
PN1141,1929-03-05,N/A
PN1142,1929-07-01,N/A
PN1143,1905-07-25,N/A
PN1144,1905-08-28,N/A
PN1145,1905-07,N/A
PN1146,1905-09-02,N/A
PN1147,1905-12,N/A
PN1148,1906-04,N/A
PN1149,1906-06-18,N/A
PN1150,1906-06-22,N/A
PN1151,1906-07-02,N/A
PN1152,1906-07-19,N/A
PN1153,1906-09,N/A
PN1154,1906-10,N/A
PN1155,1906-12,N/A
PN1156,1907-03-19,N/A
PN1157,1907-04-19,N/A
PN1158,1907-06-14,N/A
PN1159,1907-06-30,N/A
PN1160,1907-07-20,N/A
PN1161,1907-08,N/A
PN1162,1907-08,N/A
PN1163,1907-08-01,N/A
PN1164,1907-08,N/A
PN1165,1907-09-05,N/A
PN1166,1907-09-14,N/A
PN1167,1907-09-24,N/A
PN1168,1907-09-25,N/A
PN1169,1907-10,N/A
PN1170,1907-10-11,N/A
PN1171,1907-10-22,N/A
PN1172,1907-10-26,N/A
PN1173,1907-11,N/A
PN1174,1907-11,N/A
PN1175,1907-11-26,N/A
PN1176,1907-12-02,N/A
PN1177,1908-02-10,N/A
PN1178,1908-02-19,N/A
PN1179,1908-03-10,N/A
PN1180,1908-05-12,N/A
PN1181,1908-06-15,N/A
PN1182,1908-06-27,N/A
PN1183,1908-10,N/A
PN1184,1908-10,N/A
PN1185,1909-03-16,N/A
PN1186,1909-05-24,N/A
PN1187,1909-08-02,N/A
PN1188,1912-03,N/A
PN1190,1922-05-13,N/A
PN1191,1922%1923,N/A
PN1192,1907-03-22,N/A
PN1193,1908-10-17,N/A
PN1194,1908-10-28,N/A
PN1195,1908-11-06,N/A
PN1196,1908-11-29,N/A
PN1197,1908-12-17,N/A
PN1198,1909-12-06,N/A
PN1199,1911-02-02,N/A
PN1200,1907-02,N/A
PN1204,1909-04-04,N/A
PN1205,1909-04-12,N/A
PN1206,1909-04,N/A
PN1208,1909-10,N/A
PN1209,1909-07-01,N/A
PN1210,1909-10-02,N/A
PN1211,1913-11,N/A
PN1214,1918-04-24,N/A
PN1216,1918-07-21,N/A
PN1217,1917%1918,N/A
PN1219,1923-04-12,N/A
PN1220,1923-07-24,N/A
PN1237,N/A,Oslo
PN1238,1909-02,N/A
PN1239,1928-10,N/A
PN1240,1892-01,N/A
PN1242,1911-01-21,Hvitsten
PN1244,1903-03-24,N/A
PN1245,1908-08-08,N/A
PN1246,1908-08-18,N/A
PN1247,1909-12-23,N/A
PN1248,1914-05-20,N/A
PN1249,1920-01-15,N/A
PN1252,1932-02-16,N/A
PN1253,N/A,Oslo
PN1254,1913-01-03,N/A
PN1255,1913-01,N/A
PN1256,1913-01-11,N/A
PN1257,1912-12-01,N/A
PN1258,1917-02-13,N/A
PN1259,1903-06,N/A
PN1260,1903-07,N/A
PN1261,1903,N/A
PN1262,1904-01-21,N/A
PN1263,1904-03-06,N/A
PN1264,1904-03-08,N/A
PN1265,1904-03-17,N/A
PN1266,1904-03-10,N/A
PN1267,1904-03-11,N/A
PN1268,1904-03-13,N/A
PN1271,1924-02-11,N/A
PN1272,1928-12-02,N/A
PN1273,1909-01-25,N/A
PN1276,1903-03-06,N/A
PN1277,1906-07-19,N/A
PN1278,1905-06-18,N/A
PN1279,1920-01-31,N/A
PN1280,1924-09-22,N/A
PN1282,1932-02-05,N/A
PN1283,1931-12-20,N/A
PN1291,1902-04-29,N/A
PN1293,1894-07-01,N/A
PN1294,1896-02-28,N/A
PN1298,1926-07-10,N/A
PN1300,1926-07-17,N/A
PN1304,1909-05-13,N/A
PN1308,1895-12-31,N/A
PN1309,1912-01-09,N/A
PN1310,1906-07-08,N/A
PN1318,1908-03-23,N/A
PN1319,1909-02-28,N/A
PN1320,1924-05-03,N/A
PN1328,1916-05-19,N/A
PN1329,1903-12-27,N/A
PN1331,1906,N/A
PN1332,1908,N/A
PN1333,1906-03-19,N/A
PN1334,1908-05-02,N/A
PN1335,1908-05-02,N/A
PN1336,1908-05-08,N/A
PN1337,1908-05-08,N/A
PN1338,1907-09,N/A
PN1339,1929-02,N/A
PN1340,1929-04,N/A
PN1342,1923%1924,N/A
PN1343,1929-02-16,N/A
PN1344,1905-10-06,N/A
PN1345,1905-11-03,N/A
PN1346,1906-06-18,N/A
PN1347,1906-07-17,N/A
PN1348,1911-12-30,N/A
PN1349,1912-11,N/A
PN1350,1912-12%1913-01,N/A
PN1351,1912-10-15,N/A
PN1352,1918-08-05,N/A
PN1353,1918-04,N/A
PN1354,1912-11-07,N/A
PN1355,1911-03,N/A
PN1356,1918-04,N/A
PN1357,1912-12,N/A
PN1358,1912-11-08,N/A
PN1359,1912-12-02,N/A
PN1360,1916-10-10,N/A
PN1361,1918-06-19,N/A
PN1362,1918-10-08,N/A
PN1364,1917-06,N/A
PN1365,1912-12-02,N/A
PN1366,1920-10-09,N/A
PN1367,1906-10,N/A
PN1368,2018-09-25,N/A
PN1369,1910-12,N/A
PN1376,1896-07,N/A
PN1377,1908-08-13,N/A
PN1378,1908-08-01,N/A
PN1379,1908-05-09,N/A
PN1380,1909-11,N/A
PN1419,1932-08-03,N/A
PN1420,1932-11-09,N/A
PN1421,1932-06,N/A
PN1422,1922-11-03,N/A
PN1423,1932-03-14,N/A
PN1424,1928-06-14,N/A
PN1425,1932-06-15,N/A
PN1426,1932-10-18,N/A
PN1428,1932-06,N/A
PN1429,1932-02,N/A
PN1430,1925-08-05,N/A
PN1431,1932-02-16,N/A
PN1432,1931-11-21,N/A
PN1436,1922-07,N/A
PN1437,1931-12,N/A
PN1443,1927-02-12,N/A
PN1445,1924-03-15,N/A
PN1446,1932-09-09,N/A
PN1447,1932-02-29,N/A
PN1448,1898-03-22,N/A
PN1449,1913-04-06,N/A
PNPN05,1914-06-08,N/A
